"internal_id","Award ID","Recipient Name","Period of Performance Start Date","Period of Performance Current End Date","Award Amount","Description","Awarding Agency","Awarding Sub Agency","awarding_agency_id","agency_slug","generated_internal_id","search_company"
309567396,"N0010407PBK29","LOCKHEED MARTIN CORP",NA,NA,51923.19,"NAVY REQUIREMENTS","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0010407PBK29_9700_-NONE-_-NONE-","Lockheed Martin"
309567395,"N0010407PBK28","LOCKHEED MARTIN CORP",NA,NA,45885.78,"NAVY REQMT","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0010407PBK28_9700_-NONE-_-NONE-","Lockheed Martin"
309565388,"N0010407CTM06","LOCKHEED MARTIN CORPORATION",NA,NA,290640.03,"RADIO FREQ AMPLIFIER","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0010407CTM06_9700_-NONE-_-NONE-","Lockheed Martin"
309561947,"N0010406PDH59","LOCKHEED MARTIN CORPORATION",NA,NA,72884,"NAVY REQUIREMENT","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0010406PDH59_9700_-NONE-_-NONE-","Lockheed Martin"
309533247,"N0003999C2202","LOCKHEED MARTIN CORPORATION",NA,NA,94060715,"200004!1700!005313!D0222 !SPACE AND NAVAL WARFARE SYSTEMS !N0003999C2202  !A!*!P00002             !19991201!20030930!019710586!834951691!834951691!N!52088!LOCKHEED MARTIN CORPORATION   !9500 GODWIN DR            !MANASSAS            !VA!20110!48952!683!51!MANASSAS            !MANASSAS (CITY)       !VIRGINIA  !0001!+000005628279!Y!N!000000000000!R414!SYSTEMS ENGINEERING SERVICES                      !S1 !SERVICES                      !2000!NOT DISCERNABLE OR CLASSIFIED !8711!3!*!*!C!B!A!*!A !N!R!2!001!B!* !Z!Y!Z!* !* !N!C!*!Z!Z!A!A!A!A!*  !*!N!A!C!N!*!*!*!*!*!","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003999C2202_9700_-NONE-_-NONE-","Lockheed Martin"
309533131,"N0003996C0032","LOCKHEED MARTIN CORPORATION",NA,NA,19192351,"199708!1700!0273!D0222!SPACE AND NAVAL WARFARE SYSTEMS !N0003996C0032  !A!*!P00010             !19970219!19970930!826412801!931114334!834951691!N!52088!LOCKHEED MARTIN CORPORATION   !9500 GODWIN DR            !MANASSAS            !VA!20110!48952!683!51!MANASSAS            !MANASSAS (CITY)       !VIRGINIA  !0001!+000000209789!N!N!000000000000!R414!SYSTEMS ENGINEERING SERVICES                      !A7 !ELECTRONICS AND COMMUNICATION !2000!NOT DISCERNABLE OR CLASSIFIED !8711!3!*!S!C!B!A!*!D !N!R!1!001!N!1A!Z!Y!Z!* !* !N!C!*!Z!Z!A!A!A!*!*  !*!N!A!C!N!*!*!*!*!*!","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003996C0032_9700_-NONE-_-NONE-","Lockheed Martin"
309527459,"N0003909C0017","LOCKHEED MARTIN SIPPICAN, INC.",NA,NA,36601768.21,"CSD SYSTEM DEVELOPMENT, DEMONSTRATION AND PRODUCTION","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003909C0017_9700_-NONE-_-NONE-","Lockheed Martin"
309527365,"N0003908C0047","LOCKHEED MARTIN CORPORATION",NA,NA,74701959.23,"TL-29A AND TB-29A TOWED ARRAYS PRODUCTION AND CONVERSION","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003908C0047_9700_-NONE-_-NONE-","Lockheed Martin"
309527360,"N0003908C0042","LOCKHEED MARTIN ACULIGHT CORPORATION",NA,NA,6e+05,"FINAL REPORT","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003908C0042_9700_-NONE-_-NONE-","Lockheed Martin"
309527150,"N0003906C0017","LOCKHEED MARTIN SERVICES, LLC",NA,NA,31930233.99,"LM CREW BASIC","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003906C0017_9700_-NONE-_-NONE-","Lockheed Martin"
309527137,"N0003906C0001","LOCKHEED MARTIN CORPORATION",NA,NA,52173040.22,NA,"Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003906C0001_9700_-NONE-_-NONE-","Lockheed Martin"
309527042,"N0003905C0009","LOCKHEED MARTIN CORPORATION",NA,NA,34813952.42,NA,"Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003905C0009_9700_-NONE-_-NONE-","Lockheed Martin"
309526905,"N0003904C2009","LOCKHEED MARTIN CORP",NA,NA,5178428982.51,NA,"Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003904C2009_9700_-NONE-_-NONE-","Lockheed Martin"
309526904,"N0003904C0035","LOCKHEED MARTIN CORPORATION",NA,NA,117337315.43,NA,"Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003904C0035_9700_-NONE-_-NONE-","Lockheed Martin"
309526761,"N0003903C0026","LOCKHEED MARTIN CORP",NA,NA,26227892.72,NA,"Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003903C0026_9700_-NONE-_-NONE-","Lockheed Martin"
309526521,"N0003901C4100","LOCKHEED MARTIN SERVICES, LLC",NA,NA,39626240.57,"200112!001927!1700!D0231 !SPACE AND NAVAL WARFARE SYSTEMS !N0003901C4100  !A!N!*!N!                   !20010125!20020930!805258373!805258373!834951691!N!LOCKHEED MARTIN SERVICES INC  !2339 ROUTE 70 WEST, FLOOR !CHERRY HILL         !NJ!08002!55000!071!22!NEW ORLEANS         !ORLEANS               !LOUISIANA !+000003000000!N!N!000000000000!D301!ADP FACILITY OPERATION & MAINTENANCE SERVICES     !S1 !SERVICES                      !2000!NOT DISCERNABLE OR CLASSIFIED !541519!*!*!3! ! ! !*!*!*!B!*!*!A! !C !N!J!1!001!N!1B!Z!Y!A!  !  !N!C!N! ! ! !A!A!A!A!000!A!C!N! ! ! ! !    !      !0001!","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003901C4100_9700_-NONE-_-NONE-","Lockheed Martin"
309526492,"N0003901C2231","LOCKHEED MARTIN CORPORATION",NA,NA,36146933.93,NA,"Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003901C2231_9700_-NONE-_-NONE-","Lockheed Martin"
309526373,"N0003900C2260","LOCKHEED MARTIN CORPORATION",NA,NA,28208019,"200108!005703!1700!D0222 !SPACE AND NAVAL WARFARE SYSTEMS !N0003900C2260  !A!N!*!N!                   !20010504!20010930!019710586!019710586!834951691!N!LOCKHEED MARTIN CORPORATION   !9500 GOODWIN DR           !MANASSAS            !VA!20110!48952!683!51!MANASSAS            !MANASSAS (CITY)       !VIRGINIA  !+000001218512!N!N!000000000000!R425!ENGINEERING TECHNICAL SERVICES                    !S1 !SERVICES                      !2000!NOT DISCERNABLE OR CLASSIFIED !541330!*!*!3! ! ! !*!*!*!B!*!*!A! !D !N!U!1!001!N!1A!Z!Y!Z!  !  !N!C!N! ! ! !Z!Z!A!A!000!A!C!N! ! ! ! !    !      !0001!","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003900C2260_9700_-NONE-_-NONE-","Lockheed Martin"
309526365,"N0003900C2223","LOCKHEED MARTIN CORPORATION",NA,NA,62032480,"200012!1700!005507!D0222 !SPACE AND NAVAL WARFARE SYSTEMS !N0003900C2223  !A!*!BASIC              !20000930!20011231!019710586!834951691!834951691!N!52088!LOCKHEED MARTIN CORPORATION   !9500 GODWIN DR            !MANASSAS            !VA!20110!48952!683!51!MANASSAS            !MANASSAS (CITY)       !VIRGINIA  !0001!+000003827382!N!N!000000000000!R425!ENGINEERING TECHNICAL SERVICES                    !A7 !ELECTRONICS AND COMMUNICATION !2000!NOT DISCERNABLE OR CLASSIFIED !8711!3!*!*!*!B!A!*!D !N!R!1!001!N!1B!Z!Y!Z!* !* !N!C!*!B!B!A!A!A!A!*  !*!N!A!C!N!*!*!*!*!*!","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003900C2223_9700_-NONE-_-NONE-","Lockheed Martin"
309526357,"N0003900C2206","LOCKHEED MARTIN CORPORATION",NA,NA,44328515.11,"200003!1700!005227!D0222 !SPACE AND NAVAL WARFARE SYSTEMS !N0003900C2206  !A!*!*                  !19991208!20000930!019710586!834951691!834951691!N!52088!LOCKHEED MARTIN CORPORATION   !9500 GODWIN DR            !MANASSAS            !VA!20110!48952!683!51!MANASSAS            !MANASSAS (CITY)       !VIRGINIA  !0001!+000002279707!N!N!000000000000!K058!MODIFICATION OF EQ/COMMUNICATION EQUIPMENT        !S1 !SERVICES                      !2000!NOT DISCERNABLE OR CLASSIFIED !8711!3!*!*!*!B!A!*!A !N!R!2!002!B!* !C!N!Z!* !* !N!C!*!A!A!A!A!A!A!*  !*!N!A!C!N!*!*!*!*!*!","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003900C2206_9700_-NONE-_-NONE-","Lockheed Martin"
309523639,"N0003308P2523","LOCKHEED MARTIN SIPPICAN, INC.",NA,NA,14542,"PROBES WITH A 2 YEAR SHELF LIFR","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003308P2523_9700_-NONE-_-NONE-","Lockheed Martin"
309521983,"N0003099C0100","LOCKHEED MARTIN CORPORATION",NA,NA,810572409.94,"199908!1700!A154!XSP01!STRATEGIC SYSTEMS PROGRAMS      !N0003099C0100  !A!*!*                  !19990422!19990930!155109184!834951691!834951691!N!23917!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !CALIFORNIA!0001!+000016000000!N!N!000000000000!1410!GUIDED MISSILES                                   !A2 !MISSILE AND SPACE SYSTEMS     !2CNJ!UGM-96 TRIDENT                !3761!3!*!*!*!B!A!*!C !N!V!1!001!N!1A!A!N!Z!* !* !N!C!*!A!A!A!A!A!*!*  !*!N!A!B!N!*!*!*!*!*!","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003099C0100_9700_-NONE-_-NONE-","Lockheed Martin"
309521949,"N0003099C0005","LOCKHEED MARTIN CORPORATION",NA,NA,9980218.84,"199903!1700!A056!XSP01!STRATEGIC SYSTEMS PROGRAMS      !N0003099C0005  !A!*!*                  !19981208!20000531!075796037!834951691!834951691!N!56232!LOCKHEED MARTIN CORPORATION   !55 CHARLES LINDBERG BLVD  !GREAT NECK          !NY!11020!30169!059!36!GREAT NECK          !NASSAU                !NEW YORK  !0001!+000007190000!Y!N!000000000000!J019!MAINT & REPAIR OF EQ/SHIPS-SML CRAFT-DOCKS        !A2 !MISSILE AND SPACE SYSTEMS     !2CNJ!UGM-96 TRIDENT                !3812!3!*!*!*!B!A!*!D !N!L!1!001!N!1A!A!Y!B!* !* !N!C!*!A!A!A!A!A!*!*  !*!N!A!C!N!*!*!*!*!*!","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003099C0005_9700_-NONE-_-NONE-","Lockheed Martin"
309521944,"N0003098C0100","LOCKHEED MARTIN CORPORATION",NA,NA,14337655.58,"199811!1700!A232!XSP01!STRATEGIC SYSTEMS PROGRAMS      !N0003098C0100  !A!*!*                  !19980708!19980930!872979000!834951691!834951691!N!23917!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !CALIFORNIA!0001!+000008000000!N!N!000000000000!1420!GUIDED MISSILE COMPONENTS                         !A2 !MISSILE AND SPACE SYSTEMS     !2CNJ!UGM-96 TRIDENT                !3761!1!*!*!*!B!N!Z!C !U!V!1!001!N!1A!A!N!Z!* !* !N!C!*!A!A!A!A!A!*!*  !*!N!A!B!N!*!*!*!*!*!","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003098C0100_9700_-NONE-_-NONE-","Lockheed Martin"
309521872,"N0003096C0097","LOCKHEED MISSILES & SPACE COMP",NA,NA,254388.51,"199712!1700!A061!XSP01!STRATEGIC SYSTEMS PROGRAMS      !N0003096C0097  !A!*!P00002             !19961108!19970930!009125535!009125535!834951691!N!23917!LOCKHEED MISSILES & SPACE COMP!1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !CALIFORNIA!0001!+000141751380!Y!N!000000000000!1410!GUIDED MISSILES                                   !A2 !MISSILE AND SPACE SYSTEMS     !2000!NOT DISCERNABLE OR CLASSIFIED !3761!3!*!*!C!B!A!*!D !N!V!1!001!N!1G!A!N!Z!* !* !N!C!*!A!A!A!A!A!*!*  !*!N!A!C!N!*!*!*!*!*!","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003096C0097_9700_-NONE-_-NONE-","Lockheed Martin"
309521871,"N0003096C0096","LOCKHEED MISSILES & SPACE COMP",NA,NA,-10135865.4,"199712!1700!A324!XSP01!STRATEGIC SYSTEMS PROGRAMS      !N0003096C0096  !A!*!P00017             !19970610!19970930!009125535!009125535!834951691!N!23917!LOCKHEED MISSILES & SPACE COMP!1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !CALIFORNIA!0001!+000000114770!N!N!000000000000!1420!GUIDED MISSILE COMPONENTS                         !A2 !MISSILE AND SPACE SYSTEMS     !2CNJ!UGM-96 TRIDENT                !3761!3!*!*!C!B!N!Z!D !U!J!1!001!N!1G!Z!N!Z!* !* !Y!C!*!A!A!A!A!A!*!*  !*!N!A!B!N!*!*!*!*!*!","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003096C0096_9700_-NONE-_-NONE-","Lockheed Martin"
309521854,"N0003095C0095","LOCKHEED MISSILES & SPACE COMP",NA,NA,1485153.75,"199712!1700!A185!XSP01!STRATEGIC SYSTEMS PROGRAMS      !N0003095C0095  !A!*!P00024             !19970211!19970930!009125535!009125535!834951691!N!23917!LOCKHEED MISSILES & SPACE COMP!1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !CALIFORNIA!0001!-000000217536!N!N!000000000000!1420!GUIDED MISSILE COMPONENTS                         !A2 !MISSILE AND SPACE SYSTEMS     !2CNJ!UGM-96 TRIDENT                !3761!3!*!*!C!B!N!Z!D !U!V!1!001!N!1G!Z!N!Z!* !* !N!C!*!A!A!A!A!A!*!*  !*!N!A!D!N!*!*!*!*!*!","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003095C0095_9700_-NONE-_-NONE-","Lockheed Martin"
309521838,"N0003094C0094","LOCKHEED MISSILES & SPACE COMP",NA,NA,176562271.66,"199706!1700!A210!XSP01!STRATEGIC SYSTEMS PROGRAMS      !N0003094C0094  !A!*!P00040             !19970304!19970930!009125535!009125535!834951691!N!23917!LOCKHEED MISSILES & SPACE COMP!1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !CALIFORNIA!0001!-000000285806!N!N!000000000000!1410!GUIDED MISSILES                                   !A2 !MISSILE AND SPACE SYSTEMS     !2CNJ!UGM-96 TRIDENT                !3761!3!*!*!F!B!A!*!D !N!V!1!001!N!1A!Z!Y!Z!* !* !N!C!*!A!A!A!A!A!*!*  !*!N!A!C!N!*!*!*!*!*!","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003094C0094_9700_-NONE-_-NONE-","Lockheed Martin"
309521824,"N0003093C0093","LOCKHEED MISSILES & SPACE COMP",NA,NA,-4111495.5,"199706!1700!A209!XSP01!STRATEGIC SYSTEMS PROGRAMS      !N0003093C0093  !A!*!P00042             !19970304!19970930!009125535!009125535!834951691!N!23917!LOCKHEED MISSILES & SPACE COMP!1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !CALIFORNIA!0001!-000000268845!N!N!000000000000!1410!GUIDED MISSILES                                   !A2 !MISSILE AND SPACE SYSTEMS     !2CNJ!UGM-96 TRIDENT                !3761!3!*!*!F!B!A!*!D !N!V!1!001!N!1A!Z!Y!Z!* !* !N!C!*!A!A!A!A!A!*!*  !*!N!A!C!N!*!*!*!*!*!","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003093C0093_9700_-NONE-_-NONE-","Lockheed Martin"
309521769,"N0003088C0088","LOCKHEED MARTIN CORPORATION",NA,NA,-592824,"199801!1700!A007!XSP01!STRATEGIC SYSTEMS PROGRAMS      !N0003088C0088  !A!*!P00034             !19971016!19980930!155109184!834951691!834951691!N!23917!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !CALIFORNIA!0001!+000000264381!N!N!000000000000!1410!GUIDED MISSILES                                   !A2 !MISSILE AND SPACE SYSTEMS     !2CNJ!UGM-96 TRIDENT                !3761!3!*!*!C!B!N!Z!C !U!V!1!001!N!1A!A!N!Z!* !* !N!C!*!A!A!A!A!A!*!*  !*!N!A!B!N!*!*!*!*!*!","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003088C0088_9700_-NONE-_-NONE-","Lockheed Martin"
309520059,"N0003010C0100","LOCKHEED MARTIN CORP",NA,NA,854971244,"UCA FOR FY10 PRODUCTION AND DEPLOYED SYSTEMS SUPPORT FOR TRIDENT II (D5) MISSILE SYSTEM","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003010C0100_9700_-NONE-_-NONE-","Lockheed Martin"
309520028,"N0003010C0002","LOCKHEED MARTIN CORPORATION",NA,NA,102809806,"TRIDENT II NAVIGATION SUBSYSTEM","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003010C0002_9700_-NONE-_-NONE-","Lockheed Martin"
309519930,"N0003009E0023","LOCKHEED MARTIN CORP",NA,NA,5989092,"CAPITAL MAINTENANCE OF NAVY OWNED FACILITIES","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003009E0023_9700_-NONE-_-NONE-","Lockheed Martin"
309519924,"N0003009C0019","LOCKHEED MARTIN CORP",NA,NA,44651298,"PROVIDE AND INSTALL NUCLEAR WEAPONS SECURITY EQUIPMENT WITH MAINTENANCE AND TRAINING","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003009C0019_9700_-NONE-_-NONE-","Lockheed Martin"
309519923,"N0003009C0018","LOCKHEED MARTIN CORP",NA,NA,24874360.57,"U.K. TECHNICAL SERVICES CONTRACT; ENG/TECH SUPPORT SERVICES","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003009C0018_9700_-NONE-_-NONE-","Lockheed Martin"
309519820,"N0003008E0023","LOCKHEED MARTIN CORP",NA,NA,1576000,"TRIDENT MISSILE","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003008E0023_9700_-NONE-_-NONE-","Lockheed Martin"
309519819,"N0003008C0100","LOCKHEED MARTIN CORP",NA,NA,749632092,"TRIDENT","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003008C0100_9700_-NONE-_-NONE-","Lockheed Martin"
309519813,"N0003008C0050","LOCKHEED MARTIN CORP",NA,NA,417014,"COMPUTER SYSTEMS DESIGN SERVICES","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003008C0050_9700_-NONE-_-NONE-","Lockheed Martin"
309519803,"N0003008C0027","LOCKHEED MARTIN CORP",NA,NA,10900316,"MISSILE ADVANCED REENTRY SYSTEMS PERFORMANCE ASSESSMENT AND EVAL","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003008C0027_9700_-NONE-_-NONE-","Lockheed Martin"
309519799,"N0003008C0019","LOCKHEED MARTIN CORP",NA,NA,18333875,"SUPPLIES/SERVICES","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003008C0019_9700_-NONE-_-NONE-","Lockheed Martin"
309519788,"N0003008C0003","LOCKHEED MARTIN CORPORATION",NA,NA,6002596.16,"TRIDENT II NAVIGATION LOGISTICS SUPPORT","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003008C0003_9700_-NONE-_-NONE-","Lockheed Martin"
309519787,"N0003008C0002","LOCKHEED MARTIN CORPORATION",NA,NA,96682257,"ENGINEERING SERVICES","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003008C0002_9700_-NONE-_-NONE-","Lockheed Martin"
309519702,"N0003007C0100","LOCKHEED MARTIN CORP",NA,NA,1272446612,"ENGINEERING SERVICES","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003007C0100_9700_-NONE-_-NONE-","Lockheed Martin"
309519690,"N0003007C0028","LOCKHEED MARTIN CORP",NA,NA,13575167.41,"ENGINEERING SERVICES","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003007C0028_9700_-NONE-_-NONE-","Lockheed Martin"
309519591,"N0003006C0100","LOCKHEED MARTIN CORP",NA,NA,864767200,NA,"Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003006C0100_9700_-NONE-_-NONE-","Lockheed Martin"
309519582,"N0003006C0038","LOCKHEED MARTIN CORP",NA,NA,11457124,"200609!06A220!1700!N00030!STRATEGIC SYSTEMS PROGRAMS      !N0003006C0038  !A!N! !N!             !      !20060609!20070330!188160782!834951691!834951691!N!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !CALIFORNIA!+000012248326!N!N!000000000000!H914!OTHER QUALITY CNTL SVCS/GUIDED MISSILES           !A2 !MISSILE AND SPACE SYSTEMS           !178 !TRIDENT II MISSILE            !541330!E! !1! ! ! ! ! !99990909!B! ! !N!Z!D!U!U!1!001!N!1A!A!Y!Z! !  !N!C!N! ! ! !A!A!A!A!000!A!C!N! ! ! ! !1700!N00030!0001! !","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003006C0038_9700_-NONE-_-NONE-","Lockheed Martin"
309519576,"N0003006C0030","LOCKHEED MARTIN CORP",NA,NA,11977761,"200611!06A276!1700!N00030!STRATEGIC SYSTEMS PROGRAMS      !N0003006C0030  !A!N! !N!             !P00001!20060818!20081231!188160782!834951691!834951691!N!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY, !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !CALIFORNIA!+000001927000!N!N!000000000000!1425!GUIDED MISSILE SYSTEMS, COMPLETE                  !A2 !MISSILE AND SPACE SYSTEMS           !178 !TRIDENT II MISSILE            !336414!E! !3! ! !C! ! !99990909!B! ! !A! !D!N!U!1!001!N!1A!A!Y!Z! !  !N!C!N! ! ! !A!A!A!A!000!A!C!Y! ! ! ! !1700!N00030!0001! !","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003006C0030_9700_-NONE-_-NONE-","Lockheed Martin"
309519562,"N0003006C0009","LOCKHEED MARTIN CORPORATION",NA,NA,5710558,"200612!06A343!1700!N00030!STRATEGIC SYSTEMS PROGRAMS      !N0003006C0009  !A!N! !N!             !      !20060920!20070930!188160782!834951691!834951691!N!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY, !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !CALIFORNIA!+000007075600!N!N!000000000000!1420!GUIDED MISSILE COMPONENTS                         !A2 !MISSILE AND SPACE SYSTEMS           !178 !TRIDENT II MISSILE            !541330!E! !3! ! ! ! ! !99990909!B! ! !A! !D!N!U!1!001!N!1A!Z!Y!Z! !  !N!C!N! ! ! !A!A!A!A!000!A!C!N! ! ! ! !1700!N00030!0001! ! TAS::17 1804::TAS","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003006C0009_9700_-NONE-_-NONE-","Lockheed Martin"
309519559,"N0003006C0005","LOCKHEED MARTIN CORPORATION",NA,NA,88469000,"200606!06A133!1700!N00030!STRATEGIC SYSTEMS PROGRAMS      !N0003006C0005  !A!N! !Y!             !      !20060126!20090930!075796037!075796037!834951691!N!LOCKHEED MARTIN CORPORATION   !55 CHARLES LINDBERGH BLVD !UNIONDALE           !NY!11553!47765!059!36!MITCHELL FIELD      !NASSAU                !NEW YORK  !+000021640037!N!N!000000000000!J019!MAINT & REPAIR OF EQ/SHIPS-SML CRAFT-DOCKS        !A2 !MISSILE AND SPACE SYSTEMS           !178 !TRIDENT II MISSILE            !541330!E! !3! ! ! ! ! !99990909!B! ! !A! !D!N!U!1!001!N!1A!A!Y!Z! !  !N!C!N! ! ! !A!A!A!A!000!A!C!N! ! ! ! !1700!N00030!0001! !","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003006C0005_9700_-NONE-_-NONE-","Lockheed Martin"
309519463,"N0003005C0100","LOCKHEED MARTIN CORPORATION",NA,NA,936386057,NA,"Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003005C0100_9700_-NONE-_-NONE-","Lockheed Martin"
309519447,"N0003005C0042","LOCKHEED MARTIN CORPORATION",NA,NA,8840911,"200511!00A259!1700!N00030!STRATEGIC SYSTEMS PROGRAMS      !N0003005C0042  !A!N! !N!             !      !20050603!20061003!188160782!834951691!834951691!N!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !CALIFORNIA!+000009198625!N!N!000000000000!AC24!RDTE/MISSILE AND SPACE SYSTEMS-DEMO/VALID         !A2 !MISSILE AND SPACE SYSTEMS           !178 !TRIDENT II MISSILE            !541330!E! !3! ! ! ! ! !20200930!B! ! !A! !A!U!U!2!001!B!  !Z!Y!Z! !  !N!C!N! ! ! !A!A!A!A!000!A!C!N! ! ! ! !1700!N00030!0001! !","Department of Defense","Defense Contract Management Agency",1173,"department-of-defense","CONT_AWD_N0003005C0042_9700_-NONE-_-NONE-","Lockheed Martin"
309519444,"N0003005C0039","LOCKHEED MARTIN CORPORATION",NA,NA,10899654,"200508!00A209!1700!N00030!STRATEGIC SYSTEMS PROGRAMS      !N0003005C0039  !A!N! !N!             !      !20050505!20060331!188160782!834951691!834951691!N!LOCKHEED MARTIN CORPORATION   !1111 LOCKHEED MARTIN WAY  !SUNNYVALE           !CA!94089!77000!085!06!SUNNYVALE           !SANTA CLARA           !CALIFORNIA!+000011421796!N!N!000000000000!H914!OTHER QUALITY CNTL SVCS/GUIDED MISSILES           !A2 !MISSILE AND SPACE SYSTEMS           !178 !TRIDENT II MISSILE            !541330!E! !3! ! ! ! ! !20200930!B! ! !N!Z!C!U!U!1!001!N!1A!Z!Y!Z! !  !N!C!N! ! ! !A!A!A!A!000!A!A!N! ! ! ! !1700!N00030!0001! !!TAS::17 1804::TAS!","Department of Defense","Department of the Navy",1173,"department-of-defense","CONT_AWD_N0003005C0039_9700_-NONE-_-NONE-","Lockheed Martin"
